"","...1","id","satellite","satellite_nssdc_id","satellite_operating_agency","sensor","orbit","start_dt","stop_dt","filename","process_dt","process_algorithm","process_algorithm_version","load_dt","temp_kelvin","power","confidence","datetime","age_hours","australian_state","lon","lat","date","obsTime","year"
"280",6399,38679742,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:23:07+00","Npp20201116T031436Z20201116T032307Zhotspots.txt",NA,"AFMOD","6",NA,390.13,497.4,75,"2020/11/16 03:16:02+00",16816,"VIC",141.8608,-36.4604,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"281",6400,38687966,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:28:49+00","Npp20201116T031020Z20201116T032849Zhotspots.txt",NA,"AFIMG","6",NA,339.5,174.9,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8726,-36.4594,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"282",6401,38687967,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:28:49+00","Npp20201116T031020Z20201116T032849Zhotspots.txt",NA,"AFIMG","6",NA,356.93,174.9,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8643,-36.4595,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"283",6402,38687973,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:28:49+00","Npp20201116T031020Z20201116T032849Zhotspots.txt",NA,"AFIMG","6",NA,355.39,165.3,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8568,-36.464,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"284",6403,38687974,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:28:49+00","Npp20201116T031020Z20201116T032849Zhotspots.txt",NA,"AFIMG","6",NA,350.5,120.2,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8732,-36.4565,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"285",6404,38687975,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:28:49+00","Npp20201116T031020Z20201116T032849Zhotspots.txt",NA,"AFIMG","6",NA,349.04,165.3,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8648,-36.4567,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"286",6405,38687977,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:28:49+00","Npp20201116T031020Z20201116T032849Zhotspots.txt",NA,"AFIMG","6",NA,208,165.3,7,"2020/11/16 03:16:02+00",16816,"VIC",141.8566,-36.4568,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"287",6406,38697182,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,409.6,253.1,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9671,-36.4964,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"288",6407,38697183,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,399.53,199.4,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9567,-36.4977,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"289",6408,38697184,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,468.57,784.7,100,"2020/11/16 04:07:14+00",16815,"VIC",141.976,-36.4879,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"290",6409,38697185,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,529.8,1899.4,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9657,-36.4891,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"291",6410,38697186,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,421.53,327.4,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9554,-36.4904,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"292",6411,38697187,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,442.26,494.9,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9643,-36.4819,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"293",6412,38697189,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:18:35+00","J0120201116T040132Z20201116T041835Zhotspots.txt",NA,"AFMOD","6",NA,384.93,139.8,100,"2020/11/16 04:07:14+00",16815,"VIC",141.8789,-36.4773,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"294",6413,38699594,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,203,9,"2020/11/16 04:07:14+00",16815,"VIC",141.959,-36.4955,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"295",6414,38699597,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,196.2,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9738,-36.49,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"296",6415,38699598,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,475,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9634,-36.4913,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"297",6416,38699600,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,348.4,196.2,8,"2020/11/16 04:07:14+00",16815,"VIC",141.979,-36.4894,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"298",6417,38699602,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,475,7,"2020/11/16 04:07:14+00",16815,"VIC",141.9686,-36.4907,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"299",6418,38699603,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,196.2,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9731,-36.4864,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"300",6419,38699604,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,475,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9679,-36.487,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"301",6420,38699605,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,475,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9628,-36.4876,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"302",6421,38699607,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,341.25,196.2,8,"2020/11/16 04:07:14+00",16815,"VIC",141.9783,-36.4858,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"303",6422,38699609,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,367,248.2,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9621,-36.484,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"304",6423,38699611,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:18:35+00","J0120201116T040007Z20201116T041835Zhotspots.txt",NA,"AFIMG","6",NA,346.63,248.2,8,"2020/11/16 04:07:14+00",16815,"VIC",141.9673,-36.4834,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"305",6424,38711839,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:05:33+00","Npp20201116T044955Z20201116T050533Zhotspots.txt",NA,"AFMOD","6",NA,372.92,144.9,100,"2020/11/16 04:57:02+00",16815,"VIC",141.9694,-36.4819,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"306",6425,38711847,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:05:33+00","Npp20201116T044955Z20201116T050533Zhotspots.txt",NA,"AFMOD","6",NA,370.24,128.1,75,"2020/11/16 04:57:02+00",16815,"VIC",141.8864,-36.4778,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"307",6426,38711850,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:05:33+00","Npp20201116T044955Z20201116T050533Zhotspots.txt",NA,"AFMOD","6",NA,422.15,468.3,100,"2020/11/16 04:57:02+00",16815,"VIC",141.8656,-36.4534,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"308",6427,38858469,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/28 01:10:04+00","2020/11/28 01:27:15+00","Terra20201128T011004Z20201128T012715Zhotspots.txt",NA,"MOD14","6.2.1",NA,331.9,166.5,80,"2020/11/28 01:21:46+00",16530,"VIC",142.359,-36.133,2020-11-28,2020-11-28 01:21:46,"2020-2021"
"309",6428,38919950,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:55:47+00","Aqua20210202T034014Z20210202T035547Zhotspots.txt",NA,"MOD14","6.2.1",NA,343,306.1,91,"2021/02/02 03:46:25+00",14992,"VIC",141.148,-36.733,2021-02-02,2021-02-02 03:46:25,"2020-2021"
"310",6429,38919971,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:55:47+00","Aqua20210202T034014Z20210202T035547Zhotspots.txt",NA,"MOD14","6.2.1",NA,327.7,131.2,78,"2021/02/02 03:46:25+00",14992,"VIC",141.1,-36.735,2021-02-02,2021-02-02 03:46:25,"2020-2021"
"311",6430,38919972,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:55:47+00","Aqua20210202T034014Z20210202T035547Zhotspots.txt",NA,"MOD14","6.2.1",NA,348,381.7,94,"2021/02/02 03:46:26+00",14992,"VIC",141.14,-36.73,2021-02-02,2021-02-02 03:46:26,"2020-2021"
"312",6584,39138579,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:01:46+00","J0120210226T034859Z20210226T040146Zhotspots.txt",NA,"AFMOD","6",NA,410.58,290.5,75,"2021/02/26 03:54:40+00",14368,"VIC",141.7831,-35.8811,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"313",6585,39138580,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:01:46+00","J0120210226T034859Z20210226T040146Zhotspots.txt",NA,"AFMOD","6",NA,374.59,117.5,75,"2021/02/26 03:54:40+00",14368,"VIC",141.7734,-35.882,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"314",6586,39138582,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:01:46+00","J0120210226T034859Z20210226T040146Zhotspots.txt",NA,"AFMOD","6",NA,392.08,189.6,75,"2021/02/26 03:54:40+00",14368,"VIC",141.7866,-35.887,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"315",6587,39138584,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:01:46+00","J0120210226T034859Z20210226T040146Zhotspots.txt",NA,"AFMOD","6",NA,380.67,140.5,100,"2021/02/26 03:54:40+00",14368,"VIC",141.7854,-35.8784,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"316",6588,39138585,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:01:46+00","J0120210226T034859Z20210226T040146Zhotspots.txt",NA,"AFMOD","6",NA,375.86,122.4,100,"2021/02/26 03:54:40+00",14368,"VIC",141.7757,-35.8793,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"317",6589,39139129,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:47:33+00","2021/02/26 04:04:36+00","J0120210226T034733Z20210226T040436Zhotspots.txt",NA,"AFIMG","6",NA,349.23,123.8,8,"2021/02/26 03:54:40+00",14368,"VIC",141.7784,-35.8812,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"318",6590,39139327,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:04:36+00","J0120210226T034859Z20210226T040436Zhotspots.txt",NA,"AFMOD","6",NA,410.58,290.5,75,"2021/02/26 03:54:40+00",14368,"VIC",141.7831,-35.8811,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"319",6591,39139328,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:04:36+00","J0120210226T034859Z20210226T040436Zhotspots.txt",NA,"AFMOD","6",NA,374.59,117.5,75,"2021/02/26 03:54:40+00",14368,"VIC",141.7734,-35.882,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"320",6592,39139330,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:04:36+00","J0120210226T034859Z20210226T040436Zhotspots.txt",NA,"AFMOD","6",NA,392.08,189.6,75,"2021/02/26 03:54:40+00",14368,"VIC",141.7866,-35.887,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"321",6593,39139332,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:04:36+00","J0120210226T034859Z20210226T040436Zhotspots.txt",NA,"AFMOD","6",NA,380.67,140.5,100,"2021/02/26 03:54:40+00",14368,"VIC",141.7854,-35.8784,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"322",6594,39139333,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:48:59+00","2021/02/26 04:04:36+00","J0120210226T034859Z20210226T040436Zhotspots.txt",NA,"AFMOD","6",NA,375.86,122.4,100,"2021/02/26 03:54:40+00",14368,"VIC",141.7757,-35.8793,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"323",6595,39140086,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:58:39+00","Npp20210226T043721Z20210226T045839Zhotspots.txt",NA,"AFMOD","6",NA,378.12,146.6,100,"2021/02/26 04:44:27+00",14367,"VIC",141.7965,-35.8853,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"324",6596,39140087,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:58:39+00","Npp20210226T043721Z20210226T045839Zhotspots.txt",NA,"AFMOD","6",NA,380.7,157.4,100,"2021/02/26 04:44:27+00",14367,"VIC",141.7844,-35.8877,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"325",6597,39140090,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:58:39+00","Npp20210226T043721Z20210226T045839Zhotspots.txt",NA,"AFMOD","6",NA,373.6,128.5,100,"2021/02/26 04:44:27+00",14367,"VIC",141.7878,-35.884,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"326",6598,39141651,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48377,"2021/02/27 04:18:26+00","2021/02/27 04:34:02+00","Npp20210227T041826Z20210227T043402Zhotspots.txt",NA,"AFMOD","6",NA,379.82,105.7,100,"2021/02/27 04:25:33+00",14343,"VIC",143.334,-37.2717,2021-02-27,2021-02-27 04:25:33,"2020-2021"
"327",6599,39141962,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48377,"2021/02/27 04:18:26+00","2021/02/27 04:39:44+00","Npp20210227T041826Z20210227T043944Zhotspots.txt",NA,"AFMOD","6",NA,379.82,105.7,100,"2021/02/27 04:25:33+00",14343,"VIC",143.334,-37.2717,2021-02-27,2021-02-27 04:25:33,"2020-2021"
"328",6642,39158118,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/28 04:16:56+00","2021/02/28 04:33:13+00","Aqua20210228T041656Z20210228T043313Zhotspots.txt",NA,"MOD14","6.2.1",NA,358.6,121.7,99,"2021/02/28 04:22:55+00",14319,"VIC",148.969,-37.183,2021-02-28,2021-02-28 04:22:55,"2020-2021"
"329",6643,39158126,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/28 04:16:56+00","2021/02/28 04:33:13+00","Aqua20210228T041656Z20210228T043313Zhotspots.txt",NA,"MOD14","6.2.1",NA,389.9,192.7,100,"2021/02/28 04:23:03+00",14319,"VIC",144.421,-37.446,2021-02-28,2021-02-28 04:23:03,"2020-2021"
"330",6644,39158132,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/28 04:16:56+00","2021/02/28 04:33:13+00","Aqua20210228T041656Z20210228T043313Zhotspots.txt",NA,"MOD14","6.2.1",NA,367.2,102.6,100,"2021/02/28 04:23:03+00",14319,"VIC",144.406,-37.429,2021-02-28,2021-02-28 04:23:03,"2020-2021"
"331",6645,39158533,"NOAA 20","2017-073A","NOAA","VIIRS",16994,"2021/02/28 04:50:43+00","2021/02/28 05:09:12+00","J0120210228T045043Z20210228T050912Zhotspots.txt",NA,"AFMOD","6",NA,379.87,126.8,100,"2021/02/28 04:56:25+00",14319,"VIC",144.4214,-37.4298,2021-02-28,2021-02-28 04:56:25,"2020-2021"
